UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
MA,PERI MIRIM,1928,256,0,27,1,94,11,0,0,11,1331,176,12,0,5,2,0,1,0,0,0,1
MA,PERITORO,4078,709,0,64,17,183,36,0,11,83,2629,282,14,0,26,20,0,0,0,0,0,4
MA,PINDARE MIRIM,6620,1315,0,98,9,276,45,0,14,22,4135,607,22,0,34,16,0,0,0,0,9,18
MA,PINHEIRO,25726,3938,0,526,39,1471,168,0,12,52,14724,4459,109,0,64,61,0,0,0,0,11,92
MA,PIO XII,5705,835,0,120,2,350,21,0,3,9,3631,679,9,0,28,6,0,0,0,0,3,9
MA,PIRAPEMAS,1584,256,0,26,1,86,5,0,2,5,1142,49,4,0,2,1,0,0,0,0,1,4
MA,POCAO DE PEDRAS,5133,354,0,64,2,189,19,0,0,18,4070,396,7,0,2,4,0,0,0,0,2,6
MA,PORTO FRANCO,6711,1469,0,146,52,540,66,0,3,20,3178,1016,17,0,92,97,0,0,0,0,1,14
MA,PORTO RICO DO MARANHAO,615,71,0,5,0,53,3,0,0,2,435,43,3,0,0,0,0,0,0,0,0,0
MA,PRESIDENTE DUTRA,19171,3411,0,550,61,1443,130,0,108,42,10348,2794,30,0,77,80,0,0,0,0,6,91
MA,PRESIDENTE JUSCELINO,1062,209,0,12,0,88,7,0,0,3,691,46,4,0,0,2,0,0,0,0,0,0
MA,PRESIDENTE MEDICI,873,155,0,15,0,62,3,0,0,6,588,38,3,0,2,0,0,0,0,0,0,1
MA,PRESIDENTE SARNEY,1870,120,0,17,1,85,1,0,0,9,1386,238,11,0,0,2,0,0,0,0,0,0
MA,PRESIDENTE VARGAS,1442,274,0,24,0,78,8,0,9,5,949,87,6,0,1,0,0,0,0,0,0,1
MA,PRIMEIRA CRUZ,218,30,0,2,0,68,4,0,0,2,97,9,5,0,1,0,0,0,0,0,0,0
MA,RAPOSA,5433,1492,0,139,7,485,83,1,22,8,2616,458,59,0,19,11,0,0,0,0,0,33
MA,RIACHAO,4772,660,0,121,9,344,23,0,1,13,2909,605,25,0,32,21,0,0,0,0,1,8
MA,RIBAMAR FIQUENE,1426,323,0,35,6,121,17,0,3,4,775,102,6,0,27,6,0,0,0,0,0,1
MA,ROSARIO,7689,1779,0,236,18,448,52,0,17,28,3758,1224,53,0,29,21,0,0,0,0,2,24
MA,SAMBAIBA,745,91,0,27,0,76,5,0,0,7,455,72,10,0,2,0,0,0,0,0,0,0
MA,SANTA FILOMENA DO MARANHAO,1089,155,0,11,0,149,11,0,0,5,677,72,6,0,1,0,0,1,0,0,0,1
MA,SANTA HELENA,5203,871,0,109,1,380,36,0,3,15,2881,865,22,0,9,0,0,0,0,0,2,9
MA,SANTA INES,34516,8162,0,890,71,2349,285,0,95,171,17450,4306,119,0,377,90,0,0,0,1,16,134
MA,SANTA LUZIA,13507,1852,0,312,3,780,52,0,2,95,8533,1796,15,0,36,5,0,1,0,0,2,23
MA,SANTA LUZIA DO PARUA,5619,945,0,136,4,331,26,0,3,19,3621,482,13,0,27,5,0,0,0,0,0,7
MA,SANTA QUITERIA DO MARANHAO,2948,419,0,53,0,311,32,0,0,6,1808,280,22,0,5,0,0,0,0,0,1,11
MA,SANTA RITA,8216,1453,0,191,16,417,44,0,7,12,5016,967,22,0,39,9,0,0,0,0,0,23
MA,SANTANA DO MARANHAO,580,69,0,13,0,100,7,0,1,2,347,29,9,0,2,0,0,0,0,0,0,1
MA,SANTO AMARO DO MARANHAO,431,26,0,6,0,207,16,0,0,4,160,2,5,0,0,0,0,1,0,0,0,4
MA,SANTO ANTONIO DOS LOPES,3796,391,0,145,6,275,15,0,3,15,2496,408,13,0,16,5,0,0,0,1,0,7
MA,SAO BENEDITO DO RIO PRETO,1706,312,0,25,0,208,24,0,0,8,929,185,6,0,3,0,0,0,0,0,0,6
MA,SAO BENTO,7376,987,0,172,11,372,53,0,1,47,4999,668,25,0,6,19,0,0,0,0,0,16
MA,SAO BERNARDO,3530,465,0,87,7,240,16,0,1,7,2357,293,25,0,9,9,0,0,0,0,2,12
MA,SAO DOMINGOS DO AZEITAO,1167,160,0,63,36,144,2,0,0,6,603,71,4,0,20,51,0,0,0,0,1,6
MA,SAO DOMINGOS DO MARANHAO,9128,1395,0,299,36,1078,79,0,5,9,5370,715,25,0,22,65,0,0,0,0,1,29
MA,SAO FELIX DE BALSAS,349,67,0,8,1,53,3,0,0,3,176,26,2,0,6,3,0,0,0,0,0,1
MA,SAO FRANCISCO DO BREJAO,1864,325,0,67,1,164,12,0,2,4,1109,146,10,0,20,2,0,0,0,0,0,2
MA,SAO FRANCISCO DO MARANHAO,320,35,0,10,0,34,0,0,0,0,229,6,2,0,0,0,0,0,0,0,0,4
MA,SAO JOAO BATISTA,2702,309,0,35,2,128,13,0,1,7,2100,86,12,0,0,3,0,0,0,0,0,6
MA,SAO JOAO DO CARU,1443,107,0,36,0,93,3,0,0,2,1173,23,3,0,3,0,0,0,0,0,0,0
MA,SAO JOAO DO PARAISO,2191,291,0,47,1,246,22,0,1,4,1287,256,11,0,19,0,0,0,0,0,1,5
MA,SAO JOAO DO SOTER,1566,190,0,34,4,75,4,0,0,5,1117,114,14,0,0,7,0,1,0,0,0,1
MA,SAO JOAO DOS PATOS,10555,1410,0,222,14,653,52,0,1,18,7144,948,10,0,45,15,0,0,0,0,0,23
MA,SAO JOSE DE RIBAMAR,42523,17036,0,920,55,3320,882,0,256,174,16746,2111,378,0,205,74,0,1,0,2,5,358
MA,SAO JOSE DOS BASILIOS,1310,130,0,18,0,141,5,0,0,4,942,62,6,0,2,0,0,0,0,0,0,0
MA,SAO LUIS,418302,209791,0,10709,1436,38031,14493,60,1573,1426,110223,13028,4535,0,3569,2045,15,41,0,40,108,7179
MA,SAO LUIS GONZAGA DO MARANHAO,3537,533,0,41,1,152,19,0,1,10,2582,176,10,0,7,0,0,0,0,0,0,5
MA,SAO MATEUS DO MARANHAO,9626,1407,0,136,18,417,69,1,26,48,5741,1652,27,0,48,20,0,0,0,0,1,15
MA,SAO PEDRO DA AGUA BRANCA,2289,288,0,24,5,110,11,0,11,9,1400,401,9,0,18,1,0,0,0,0,0,2
MA,SAO PEDRO DOS CRENTES,1004,113,0,59,2,131,6,0,0,1,601,79,7,0,1,3,0,0,0,0,0,1
MA,SAO RAIMUNDO DAS MANGABEIRAS,4964,779,0,179,27,403,35,0,6,14,2548,800,57,0,46,54,0,0,0,0,2,14
MA,SAO RAIMUNDO DO DOCA BEZERRA,796,42,0,20,0,39,2,0,0,4,625,61,2,0,0,0,0,0,0,0,0,1
MA,SAO ROBERTO,1048,64,0,16,0,38,1,0,0,5,892,28,4,0,0,0,0,0,0,0,0,0
MA,SAO VICENTE FERRER,2408,301,0,41,4,115,11,0,0,2,1772,142,5,0,3,7,0,0,0,0,0,5
MA,SATUBINHA,1055,151,0,20,0,80,0,0,1,6,747,42,2,0,4,0,0,0,0,0,2,0
MA,SENADOR ALEXANDRE COSTA,1488,186,0,30,2,84,9,0,0,10,1053,99,9,0,4,1,0,0,0,0,0,1
MA,SENADOR LA ROCQUE,5231,591,0,95,3,375,35,0,11,5,3754,325,5,0,22,4,0,0,0,0,0,6
MA,SERRANO DO MARANHAO,391,59,0,6,0,35,1,0,0,3,245,33,8,0,1,0,0,0,0,0,0,0
MA,SITIO NOVO,3752,381,0,90,3,377,23,0,0,5,2453,382,11,0,17,7,0,0,0,0,1,2
MA,SUCUPIRA DO NORTE,1463,147,0,33,1,138,3,0,0,3,1053,73,6,0,2,0,0,0,0,0,0,4
MA,SUCUPIRA DO RIACHAO,939,95,0,12,1,64,2,0,0,9,695,41,6,0,11,2,0,0,0,0,0,1
MA,TASSO FRAGOSO,1880,212,0,87,11,172,6,0,0,8,1050,302,7,0,5,18,0,0,0,0,1,1
MA,TIMBIRAS,3556,387,0,46,3,105,15,0,3,3,2482,491,10,0,0,4,0,0,0,0,1,6
MA,TIMON,47959,8885,0,741,57,1871,304,1,1082,54,29868,4677,171,0,108,48,1,0,0,0,32,59
MA,TRIZIDELA DO VALE,8193,840,0,176,44,301,28,0,20,37,5284,1343,15,0,33,60,0,0,0,0,0,12
MA,TUFILANDIA,853,171,0,11,0,50,3,0,0,4,582,27,1,0,4,0,0,0,0,0,0,0
MA,TUNTUM,7504,1002,0,157,4,642,44,0,2,14,4520,1057,21,0,17,6,0,0,0,0,2,16
MA,TURIACU,3152,289,0,49,1,262,15,0,0,5,2312,197,8,0,7,0,0,0,0,0,0,7
MA,TURILANDIA,1932,315,0,17,0,122,4,0,0,5,1207,253,4,0,2,0,0,0,0,0,0,3
MA,TUTOIA,4405,395,0,96,9,468,32,0,1,27,2563,739,27,0,11,7,0,0,0,0,3,27
MA,URBANO SANTOS,3412,462,0,96,6,399,38,0,0,13,2146,192,27,0,10,5,0,0,0,0,1,17
MA,VARGEM GRANDE,7142,1002,0,156,3,391,43,0,17,9,4820,649,19,0,10,10,0,0,0,0,0,13
MA,VIANA,11306,1377,0,230,10,613,50,0,13,12,8001,912,11,0,41,9,0,0,0,0,2,25
MA,VILA NOVA DOS MARTIRIOS,2068,365,0,55,4,134,9,0,5,8,1200,241,9,0,31,4,0,0,0,0,1,2
MA,VITORIA DO MEARIM,5251,1181,0,118,3,422,42,0,3,9,2878,537,12,0,21,4,0,0,0,0,0,21
MA,VITORINO FREIRE,9210,1111,0,138,5,522,28,0,8,15,6284,1018,29,0,28,8,0,0,0,0,1,15
MA,ZE DOCA,14498,1833,0,270,14,670,50,0,6,27,10356,1139,53,0,42,16,0,0,0,0,2,20
MG,ABADIA DOS DOURADOS,4392,2283,0,199,25,460,54,0,10,38,1063,110,20,0,87,33,0,0,0,0,2,8
MG,ABAETE,13012,7162,0,504,64,1330,257,1,132,51,2129,735,200,0,316,68,9,0,0,0,5,49
MG,ABRE CAMPO,6216,2942,0,255,81,647,109,0,23,18,1857,14,55,0,63,124,0,0,0,0,2,26
MG,ACAIACA,1759,902,0,41,1,131,35,0,7,9,570,15,14,0,30,1,0,0,0,0,2,1
MG,ACUCENA,3441,1251,0,53,1,284,35,0,4,18,1687,22,48,0,30,2,0,0,0,1,3,2
MG,AGUA BOA,3880,1259,0,86,0,326,48,0,8,17,1984,41,45,0,44,1,0,0,0,0,16,5
MG,AGUA COMPRIDA,921,509,0,40,10,113,20,0,5,12,142,7,13,0,38,11,0,0,0,0,1,0
MG,AGUANIL,1751,1073,0,84,15,179,35,0,0,9,291,17,10,0,29,9,0,0,0,0,0,0
MG,AGUAS FORMOSAS,5724,2210,0,125,5,631,90,0,44,32,2290,135,51,0,72,11,6,0,0,0,5,17
MG,AGUAS VERMELHAS,2378,897,0,98,14,281,27,0,0,31,917,42,37,0,17,13,0,0,0,0,1,3
MG,AIMORES,9971,3828,0,207,14,538,97,0,28,41,3974,1004,48,0,136,20,2,0,0,2,8,24
MG,AIURUOCA,3296,1628,0,123,20,337,96,0,8,28,926,22,12,0,41,12,0,0,0,0,1,42
MG,ALAGOA,1126,511,0,42,1,127,41,0,0,2,350,9,20,0,11,0,0,0,0,0,0,12
MG,ALBERTINA,1776,972,0,61,2,246,39,0,0,25,389,18,8,0,8,1,0,0,0,0,0,7
MG,ALEM PARAIBA,26562,14405,0,1658,552,2284,619,0,69,137,5000,558,77,0,484,575,5,6,0,0,11,122
MG,ALFENAS,48200,27987,0,1396,153,4652,1324,1,180,167,9285,1264,266,0,894,194,3,10,0,0,8,416
MG,ALFREDO VASCONCELOS,3370,1534,0,188,41,335,129,0,4,18,902,27,36,0,84,60,0,0,0,1,1,10
MG,ALMENARA,14687,5097,0,326,20,1351,348,0,101,99,6039,870,171,0,171,21,1,2,0,0,29,41
MG,ALPERCATA,1951,849,0,89,8,123,74,0,8,5,684,51,8,0,38,12,0,0,0,0,0,2
MG,ALPINOPOLIS,12335,7516,0,549,40,1245,214,0,7,50,2261,95,109,0,140,51,0,1,0,1,4,52
MG,ALTEROSA,8761,4481,0,323,12,842,158,0,27,34,2567,134,63,0,80,10,0,0,0,2,4,24
MG,ALTO CAPARAO,3246,1548,0,91,2,316,64,0,50,23,1045,23,25,0,46,2,0,0,0,0,1,10
MG,ALTO JEQUITIBA,5101,2511,0,115,0,569,58,0,44,9,1649,38,20,0,73,1,0,1,0,0,0,13
MG,ALTO RIO DOCE,5174,2047,0,148,3,378,91,0,5,31,2275,84,37,0,52,2,0,0,0,0,3,18
MG,ALVARENGA,1997,702,0,47,1,118,17,0,3,7,1059,8,21,0,8,1,1,0,0,0,0,4
MG,ALVINOPOLIS,6124,2872,0,245,5,620,90,0,12,25,2120,35,28,0,43,5,1,2,0,0,7,14
MG,ALVORADA DE MINAS,1309,565,0,29,0,128,23,0,4,22,482,13,24,0,9,0,0,0,0,4,0,6
MG,AMPARO DA SERRA,2016,821,0,58,1,137,22,0,12,5,861,15,50,0,25,3,0,0,0,0,3,3
MG,ANDRADAS,28353,15485,0,1178,88,3107,944,0,32,132,5983,710,122,0,214,88,2,4,0,0,1,263
MG,ANDRELANDIA,5120,3204,0,168,8,485,151,0,11,38,852,66,29,0,70,8,3,2,0,0,1,24
MG,ANGELANDIA,2753,966,0,98,2,245,39,0,2,14,1260,63,38,0,19,2,0,0,0,0,5,0
MG,ANTONIO CARLOS,4936,2749,0,200,11,315,190,0,27,32,1212,26,49,0,96,12,0,1,0,0,2,14
MG,ANTONIO DIAS,3229,1600,0,138,33,225,54,0,4,22,1012,14,72,0,32,17,0,0,0,0,2,4
MG,ANTONIO PRADO DE MINAS,908,400,0,19,0,58,21,0,53,8,308,10,5,0,23,0,0,0,0,0,1,2
MG,ARACAI,659,387,0,17,1,72,15,0,10,9,120,5,9,0,11,0,0,0,0,0,2,1
MG,ARACITABA,710,386,0,13,1,47,11,0,3,4,223,2,5,0,15,0,0,0,0,0,0,0
MG,ARACUAI,13313,3582,0,299,18,1167,155,0,24,28,6969,649,148,0,179,20,1,3,0,1,29,41
MG,ARAGUARI,85726,40953,0,2595,1076,6790,1994,0,728,521,20606,5383,269,0,2772,1553,2,4,1,18,62,399
MG,ARANTINA,1316,765,0,54,2,94,27,0,1,6,309,29,3,0,20,2,1,0,0,0,0,3
MG,ARAPONGA,3458,1164,0,81,2,254,29,0,9,8,1847,15,20,0,10,3,0,0,0,0,9,7
MG,ARAPORA,3289,1235,0,275,118,306,72,0,50,22,659,171,70,0,167,139,0,0,0,0,0,5
MG,ARAPUA,1592,752,0,65,16,200,14,0,3,5,428,42,21,0,19,21,0,0,0,0,1,5
MG,ARAUJOS,4630,2387,0,163,14,520,62,0,7,13,1060,149,13,0,188,29,3,0,0,0,2,20
MG,ARAXA,70362,40385,0,1884,511,7098,2162,0,573,267,12162,2099,387,0,1443,675,11,2,0,11,68,624
MG,ARCEBURGO,5242,3048,0,193,24,460,104,0,20,27,1022,150,77,0,63,36,1,2,0,0,2,13
MG,ARCOS,29842,14760,0,1361,724,2573,705,0,49,119,6458,1017,305,0,649,964,12,5,0,12,8,121
MG,AREADO,7865,5032,0,272,17,806,160,0,63,30,1118,80,95,0,127,26,0,1,0,0,0,38
MG,ARGIRITA,911,525,0,29,3,103,21,0,4,6,171,10,10,0,24,1,1,0,0,0,1,2
MG,ARICANDUVA,1381,402,0,29,0,111,14,0,0,4,765,19,18,0,10,0,0,0,0,0,7,2
MG,ARINOS,6330,2671,0,388,52,607,105,0,21,36,1774,208,144,0,245,62,2,3,0,1,0,11
MG,ASTOLFO DUTRA,6645,3307,0,269,29,566,155,0,67,8,1864,187,27,0,113,25,1,0,0,0,5,22
MG,ATALEIA,3186,1179,0,103,8,258,50,0,22,32,1411,34,49,0,24,9,1,0,0,0,1,5
MG,AUGUSTO DE LIMA,1325,689,0,37,2,128,29,0,11,5,351,18,20,0,24,6,0,0,0,0,0,5
MG,BAEPENDI,10459,5139,0,449,25,837,358,0,12,76,3096,213,35,0,110,31,1,0,0,0,0,77
MG,BALDIM,3280,1742,0,211,4,374,60,0,28,10,720,57,26,0,38,3,0,0,0,0,3,4
MG,BAMBUI,14605,8413,0,596,112,1942,305,0,43,68,2271,211,101,0,263,178,0,1,0,0,3,98
MG,BANDEIRA,878,259,0,23,0,67,11,0,0,11,468,15,17,0,5,0,0,0,0,0,0,2
MG,BANDEIRA DO SUL,3002,1930,0,132,7,303,92,0,6,20,446,14,16,0,21,7,0,0,0,0,1,7
MG,BARAO DE COCAIS,15730,8869,0,544,44,1294,372,0,113,103,3602,284,151,0,204,30,2,3,1,1,18,95
MG,BARAO D0 MONTE ALTO,1781,755,0,61,8,99,29,0,34,7,703,25,15,0,29,5,0,0,0,0,4,7
MG,BARBACENA,69568,42362,0,1897,333,5138,2855,0,207,334,13356,654,227,0,1288,283,1,12,0,7,46,568
MG,BARRA LONGA,2075,908,0,45,5,176,27,0,6,5,859,9,17,0,10,3,0,0,0,0,1,4
MG,BARROSO,10814,5877,0,446,228,678,298,0,283,37,2090,309,40,0,242,230,2,0,0,1,4,49
MG,BELA VISTA DE MINAS,4374,3020,0,187,56,266,95,0,15,15,572,29,19,0,36,49,0,0,0,0,1,14
MG,BELMIRO BRAGA,1198,682,0,89,5,115,31,0,4,13,200,16,11,0,21,7,0,0,0,0,0,4
MG,BELO HORIZONTE,2279568,1576738,0,36293,5532,204144,124222,10,1114,6628,236968,20506,9420,3,20378,4948,21,397,12,293,804,31137
MG,BELO ORIENTE,9479,5065,0,275,71,712,143,0,107,38,2250,150,106,0,296,246,1,1,0,0,4,14
MG,BELO VALE,4414,2215,0,341,31,451,78,0,11,28,1129,30,32,0,30,26,0,0,0,1,0,11
MG,BERILO,3599,937,0,91,2,281,33,0,3,16,2121,30,49,0,27,2,1,0,0,0,2,4
MG,BERIZAL,1477,467,0,47,1,132,27,0,1,10,709,54,14,0,8,1,0,1,0,1,2,2
MG,BERTOPOLIS,708,261,0,12,0,57,12,0,0,7,335,9,9,0,5,1,0,0,0,0,0,0
MG,BETIM,197004,118662,0,6029,4702,14316,5358,0,497,817,31805,1807,1305,0,3518,7062,6,15,10,117,72,906
MG,BIAS FORTES,1097,600,0,37,0,58,32,0,3,2,348,3,7,0,3,0,0,0,0,0,0,4
MG,BICAS,7965,4963,0,252,55,770,240,0,70,37,1103,123,45,0,182,59,0,2,0,0,6,58
MG,BIQUINHAS,1483,802,0,66,7,179,19,0,8,9,293,35,6,0,45,10,0,0,0,0,1,3
MG,BOA ESPERANCA,22487,13206,0,854,60,2112,441,0,91,139,4291,404,233,0,427,94,13,3,0,0,4,115
MG,BOCAINA DE MINAS,3190,1474,0,132,3,323,70,0,3,19,999,73,17,0,38,2,0,0,0,0,0,37
MG,BOCAIUVA,22237,9899,0,636,148,2094,399,0,39,88,7371,706,247,0,328,164,4,2,0,0,10,102
MG,BOM DESPACHO,31518,17314,0,1231,334,3348,703,0,21,95,5809,616,490,0,911,454,7,11,0,4,28,142
MG,BOM JARDIM DE MINAS,3820,2232,0,171,2,303,103,0,13,20,787,75,24,0,64,6,0,0,0,0,4,16
MG,BOM JESUS DA PENHA,3154,1325,0,178,9,370,52,0,1,23,1107,19,19,0,27,11,0,0,0,0,0,13
MG,BOM JESUS DO AMPARO,2581,1487,0,100,17,303,58,0,3,13,521,5,22,0,29,16,0,0,0,0,3,4
MG,BOM JESUS DO GALHO,5001,1968,0,124,0,342,57,0,22,10,2344,61,28,0,38,0,0,0,0,0,1,6
MG,BOM REPOUSO,6964,3314,0,209,8,1185,113,0,19,12,1936,75,25,0,48,9,0,0,0,0,1,10
MG,BOM SUCESSO,7543,4702,0,228,54,698,210,0,20,27,1313,39,69,0,122,40,2,1,0,1,0,17
MG,BONFIM,4158,1747,0,170,1,372,57,0,1,17,1614,86,25,0,49,2,0,2,0,0,1,14
MG,BONFINOPOLIS DE MINAS,2507,1184,0,111,12,277,52,0,5,6,689,31,36,0,68,30,2,0,0,0,0,4
MG,BONITO DE MINAS,1399,311,0,58,1,185,36,0,0,10,718,14,38,0,23,2,0,0,0,0,0,3
MG,BORDA DA MATA,9820,5798,0,300,14,947,302,0,21,43,2051,101,71,0,91,13,1,1,0,0,4,62
MG,BOTELHOS,8974,5524,0,272,13,926,233,0,23,95,1558,107,53,0,100,15,4,0,0,1,0,50
MG,BOTUMIRIM,1234,348,0,43,1,166,30,0,1,15,563,8,36,0,16,0,0,0,0,0,2,5
MG,BRAS PIRES,2156,867,0,79,4,182,26,0,10,12,900,23,14,0,22,6,0,2,0,0,2,7
MG,BRASILANDIA DE MINAS,6784,3051,0,263,73,609,81,0,32,26,1846,300,174,0,195,105,13,1,0,0,8,7
MG,BRASILIA DE MINAS,11821,4660,0,337,14,831,195,0,7,34,4510,799,109,0,274,18,0,4,0,0,4,25
MG,BRASOPOLIS,7445,4106,0,248,10,818,221,0,26,46,1745,34,52,0,73,10,1,0,0,0,1,54
MG,BRAUNAS,1511,570,0,29,1,148,26,0,9,10,655,8,24,0,26,0,0,0,0,0,1,4
MG,BRUMADINHO,21370,11846,0,1079,205,1896,531,0,74,138,4184,338,301,0,281,190,1,2,0,44,9,251
MG,BUENO BRANDAO,7533,4169,0,247,4,891,149,0,6,48,1846,37,28,0,58,6,0,1,0,1,1,41
MG,BUENOPOLIS,3643,1756,0,121,5,371,62,0,14,19,1054,110,41,0,72,7,0,0,0,0,3,8
MG,BUGRE,1250,598,0,31,0,107,16,0,2,3,458,16,13,0,5,0,0,0,0,0,0,1
MG,BURITIS,8845,3975,0,351,111,907,168,0,52,20,2137,474,126,0,342,151,5,1,0,1,3,21
MG,BURITIZEIRO,8951,3221,0,301,64,737,159,0,47,46,3581,350,147,0,186,76,1,2,1,0,25,7
MG,CABECEIRA GRANDE,1116,510,0,71,13,118,15,0,12,11,269,12,15,0,50,18,1,0,0,0,0,1
MG,CABO VERDE,5814,3699,0,208,5,603,169,0,1,54,931,16,53,0,58,2,0,3,0,1,1,10
MG,CACHOEIRA DA PRATA,1543,903,0,64,17,160,31,0,21,4,263,15,9,0,29,23,0,0,0,2,1,1
MG,CACHOEIRA DE MINAS,4880,2721,0,152,3,533,114,0,20,35,1110,92,24,0,46,5,1,1,0,0,1,22
MG,CACHOEIRA DE PAJEU,1849,887,0,42,11,154,17,0,1,23,635,28,21,0,26,2,0,0,0,0,0,2
MG,CACHOEIRA DOURADA,1028,513,0,18,5,82,19,0,4,15,197,106,5,0,56,6,0,0,0,0,0,2
MG,CAETANOPOLIS,4914,2585,0,179,25,384,106,0,193,22,1048,165,56,0,97,31,0,0,0,0,2,21
MG,CAETE,20712,12155,0,633,141,1655,566,0,49,136,4299,420,77,1,188,176,0,5,0,0,6,205
MG,CAIANA,1972,868,0,61,0,131,16,0,25,12,793,29,12,0,18,0,0,0,0,0,1,6
MG,CAJURI,1790,686,0,85,10,133,23,0,49,7,735,17,14,0,17,10,0,0,0,0,0,4
MG,CALDAS,7529,4593,0,333,33,836,274,0,17,60,1128,48,36,0,81,56,0,0,0,0,1,33
MG,CAMACHO,1568,691,0,55,2,165,16,0,4,9,565,10,35,0,13,2,0,0,0,0,0,1
MG,CAMANDUCAIA,13943,7101,0,542,121,1327,349,0,8,54,3691,254,72,1,186,79,5,1,0,7,8,137
MG,CAMBUI,19316,10612,0,720,114,2055,466,0,31,90,4298,417,114,0,210,66,5,0,0,2,7,109
MG,CAMBUQUIRA,6229,3796,0,185,11,454,242,0,6,45,1282,81,44,0,44,10,0,1,0,1,2,25
MG,CAMPANARIO,950,447,0,22,0,80,22,0,11,5,320,11,6,0,23,0,0,0,0,0,0,3
MG,CAMPANHA,8916,4788,0,321,70,830,311,0,22,68,2118,117,68,0,96,72,0,2,0,0,4,29
MG,CAMPESTRE,14755,7420,0,611,73,1641,327,0,12,74,4173,113,83,0,101,86,3,3,0,3,2,30
MG,CAMPINA VERDE,9377,4887,0,281,49,1131,148,0,68,55,1921,329,58,0,361,60,1,1,0,3,1,23
MG,CAMPO AZUL,721,257,0,14,0,56,5,0,1,3,341,20,14,0,9,0,0,0,0,0,1,0
MG,CAMPO BELO,32158,18118,0,1407,288,2526,706,0,93,99,6466,1212,138,0,640,309,4,3,0,2,7,140
MG,CAMPO DO MEIO,5050,2821,0,162,4,449,106,0,14,22,1057,234,85,0,76,5,0,0,0,2,0,13
MG,CAMPO FLORIDO,3865,1947,0,231,96,445,87,0,28,44,474,115,84,0,184,119,0,0,0,0,2,9
MG,CAMPOS ALTOS,7407,4474,0,400,35,1024,221,0,38,57,738,93,119,0,126,46,0,0,0,0,5,31
MG,CAMPOS GERAIS,12030,6886,0,489,10,1261,200,0,84,48,2564,128,166,0,140,10,7,1,0,1,2,33
MG,CANA VERDE,2664,1397,0,94,28,190,34,0,9,5,799,18,21,0,46,18,0,0,0,0,0,5
MG,CANAA,2593,831,0,69,1,179,18,0,13,5,1409,30,10,0,21,0,0,0,0,0,3,4
MG,CANAPOLIS,5194,2456,0,290,83,663,146,0,17,19,857,279,99,0,177,90,0,1,0,1,5,11
MG,CANDEIAS,8339,3922,0,309,142,815,169,0,9,45,2259,266,62,0,118,205,0,1,0,0,3,14
MG,CANTAGALO,1495,620,0,37,1,89,14,0,4,5,670,25,11,0,15,1,0,0,0,0,2,1
MG,CAPARAO,2727,1127,0,83,0,270,39,0,24,5,1115,20,17,0,20,0,0,0,0,1,1,5
MG,CAPELA NOVA,2290,1035,0,34,4,151,36,0,1,17,951,30,9,0,11,5,0,0,0,1,1,4
MG,CAPELINHA,22100,8582,0,874,122,2177,325,1,18,62,8765,364,219,0,277,156,6,2,0,0,51,99
MG,CAPETINGA,3325,1989,0,216,52,337,138,0,2,32,357,18,46,0,55,72,1,0,0,0,1,9
MG,CAPIM BRANCO,4076,2355,0,103,34,394,99,0,53,24,810,82,13,0,73,19,1,0,0,0,3,13
MG,CAPINOPOLIS,8113,3691,0,315,188,715,184,0,62,39,1617,640,81,0,311,235,2,1,0,1,7,24
MG,CAPITAO ANDRADE,2076,677,0,62,3,125,17,0,5,9,1035,105,11,0,25,1,1,0,0,0,0,0
MG,CAPITAO ENEAS,3593,1367,0,113,20,265,67,0,8,6,1473,138,36,0,66,23,0,2,0,2,1,6
MG,CAPITOLIO,6932,3382,0,187,27,876,188,0,14,38,1491,162,40,0,309,46,1,0,0,0,1,170
MG,CAPUTIRA,5225,2270,0,150,5,492,134,0,19,19,1966,43,61,0,58,2,0,0,0,0,1,5
MG,CARAI,3669,1025,0,100,2,310,33,0,7,68,1982,50,67,0,18,2,0,1,0,0,2,2
MG,CARANAIBA,1051,594,0,26,2,44,10,0,10,15,315,8,19,0,7,1,0,0,0,0,0,0
MG,CARANDAI,14055,8032,0,681,199,1066,491,0,26,92,2466,243,127,0,302,274,0,0,0,0,14,42
MG,CARANGOLA,15248,7635,0,446,39,1182,413,0,109,68,4647,259,83,0,193,55,0,1,0,1,14,103
MG,CARATINGA,43686,21073,0,1492,126,3586,968,0,113,132,12768,2060,525,0,425,145,8,1,0,4,34,226
MG,CARBONITA,4898,1846,0,184,54,474,98,0,13,20,1975,56,57,0,44,67,0,0,0,0,6,4
MG,CAREACU,2544,1523,0,133,13,276,85,0,22,10,349,36,20,0,43,20,0,0,0,1,0,13
MG,CARLOS CHAGAS,5874,2071,0,173,10,533,65,0,44,47,2565,146,61,0,124,16,1,1,0,1,4,12
MG,CARMESIA,2550,498,0,82,15,106,16,0,0,4,402,7,1305,0,17,97,0,0,0,0,0,1
MG,CARMO DA CACHOEIRA,4572,2739,0,198,68,396,228,0,3,53,682,8,62,0,82,32,0,1,0,0,1,19
