UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
AC,ACRELANDIA,6812,1468,0,498,44,731,56,0,2,10,3373,404,43,0,92,75,0,2,0,0,1,13
AC,ASSIS BRASIL,1931,352,0,25,0,151,21,0,2,2,1220,133,4,0,19,0,0,0,0,0,0,2
AC,BRASILEIA,10338,2434,0,296,177,1282,86,0,4,8,4621,994,20,0,132,249,0,0,0,0,2,33
AC,BUJARI,2288,667,0,129,36,285,15,0,7,6,997,57,14,0,27,46,0,0,0,0,1,1
AC,CAPIXABA,2315,648,0,87,3,249,29,0,5,3,1110,129,17,0,29,4,0,0,0,0,0,2
AC,CRUZEIRO DO SUL,34862,7273,0,739,93,2957,333,1,32,58,16019,6896,84,0,48,189,0,1,0,0,10,129
AC,EPITACIOLANDIA,6813,1889,0,254,109,882,86,0,4,8,2530,758,16,0,104,153,0,0,0,0,3,17
AC,FEIJO,4072,615,0,119,5,357,37,0,33,3,2185,659,12,0,19,9,0,0,0,0,5,14
AC,JORDAO,134,11,0,6,0,13,1,0,0,0,71,32,0,0,0,0,0,0,0,0,0,0
AC,MANCIO LIMA,3889,679,0,101,3,323,30,0,1,5,2169,550,18,0,1,4,0,0,0,0,0,5
AC,MANOEL URBANO,1215,230,0,55,4,155,8,0,2,0,607,114,5,0,25,8,0,0,0,0,0,2
AC,MARECHAL THAUMATURGO,375,10,0,13,0,36,1,0,0,0,266,40,9,0,0,0,0,0,0,0,0,0
AC,PLACIDO DE CASTRO,4981,1357,0,153,16,551,47,0,7,5,2313,402,29,0,69,16,3,0,0,0,6,7
AC,PORTO ACRE,3920,858,0,173,6,440,42,0,6,3,2136,161,47,0,34,8,0,2,0,0,0,4
AC,PORTO WALTER,342,6,0,9,0,31,0,0,0,0,236,54,5,0,0,0,0,0,0,0,0,1
AC,RIO BRANCO,194257,71870,0,4335,536,18065,3545,8,482,263,74631,14198,938,0,3071,903,55,25,0,4,129,1199
AC,RODRIGUES ALVES,1685,208,0,21,1,122,2,0,1,1,1026,293,9,0,0,0,0,0,0,0,0,1
AC,SANTA ROSA DO PURUS,195,17,0,5,1,23,0,0,0,0,125,18,3,0,3,0,0,0,0,0,0,0
AC,SENA MADUREIRA,9004,1592,0,120,9,945,53,0,21,4,4539,1619,10,0,65,13,0,0,0,0,2,12
AC,SENADOR GUIOMARD,7171,2229,0,353,69,781,63,0,18,8,2936,451,35,0,139,70,1,0,0,0,3,15
AC,TARAUACA,5135,625,0,155,17,406,44,0,6,19,2484,1282,23,0,21,21,0,0,0,0,10,22
AC,XAPURI,4524,850,0,81,4,420,25,1,3,4,2747,316,7,0,48,3,1,0,0,0,2,12
AL,AGUA BRANCA,4508,1085,0,116,3,541,41,0,17,93,2399,141,31,0,26,10,0,0,0,0,0,5
AL,ANADIA,2999,1132,0,48,1,171,98,0,1,34,1203,191,49,0,53,9,0,0,0,0,0,9
AL,ARAPIRACA,117937,36913,0,3087,507,7452,2096,1,1326,434,46145,15491,554,0,2203,954,10,3,0,0,39,722
AL,ATALAIA,7238,3886,0,226,13,299,181,0,73,44,1693,153,158,0,424,58,0,0,0,0,2,28
AL,BARRA DE SANTO ANTONIO,2439,1011,0,29,4,131,46,0,177,6,856,57,28,0,70,15,0,0,0,0,0,9
AL,BARRA DE SAO MIGUEL,2053,891,0,22,1,135,48,0,195,4,608,40,14,0,63,13,0,0,0,0,2,17
AL,BATALHA,4079,1265,0,148,10,269,39,0,0,51,1900,265,21,0,69,20,0,0,0,0,1,21
AL,BELEM,1225,351,0,11,0,76,21,0,0,22,667,33,8,0,31,5,0,0,0,0,0,0
AL,BELO MONTE,853,214,0,36,2,65,6,0,0,22,478,14,7,0,2,5,0,0,0,0,0,2
AL,BOCA DA MATA,5820,1983,0,196,23,288,92,0,2,72,2273,530,108,0,173,70,0,0,0,0,1,9
AL,BRANQUINHA,1510,455,0,32,0,88,20,0,8,23,805,27,21,0,25,5,0,0,0,0,0,1
AL,CACIMBINHAS,2251,635,0,95,2,138,25,0,3,39,1173,69,14,0,36,13,0,0,0,0,0,9
AL,CAJUEIRO,3068,1099,0,86,2,132,59,0,9,10,1335,152,51,0,107,19,0,0,0,0,1,6
AL,CAMPESTRE,701,315,0,41,2,52,33,0,0,48,155,22,10,0,18,2,0,0,0,0,1,2
AL,CAMPO ALEGRE,5314,2052,0,139,55,306,89,2,15,114,1696,435,158,0,153,88,0,2,0,0,1,9
AL,CAMPO GRANDE,2559,572,0,48,0,138,15,0,0,17,1627,100,22,0,10,4,0,0,0,0,0,6
AL,CANAPI,2806,740,0,77,2,243,18,0,5,89,1480,86,26,0,28,7,0,0,0,0,1,4
AL,CAPELA,2220,867,0,71,3,109,56,0,10,6,858,59,70,0,84,22,0,0,0,0,0,5
AL,CARNEIROS,1283,348,0,35,4,88,12,0,0,18,707,26,10,0,23,7,0,0,0,0,0,5
AL,CHA PRETA,1339,327,0,31,2,109,17,0,0,10,788,18,14,0,16,4,0,0,0,0,0,3
AL,COITE DO NOIA,2938,693,0,87,0,149,27,0,2,11,1746,160,32,0,22,5,0,0,0,0,4,0
AL,COLONIA LEOPOLDINA,1900,804,0,107,4,149,70,0,0,34,617,42,38,0,28,3,0,0,0,0,0,4
AL,COQUEIRO SECO,1145,499,0,12,0,48,16,0,40,3,486,4,9,0,22,5,0,0,0,0,0,1
AL,CORURIPE,14108,4373,0,373,43,1030,178,0,112,83,5508,1412,240,0,517,182,0,0,0,0,1,56
AL,CRAIBAS,6355,1885,0,233,14,459,68,0,22,39,2971,526,37,0,60,27,0,0,0,1,0,13
AL,DELMIRO GOUVEIA,21862,7921,0,822,40,1776,312,1,337,473,8305,1354,120,0,227,99,0,0,0,0,10,65
AL,DOIS RIACHOS,2893,685,0,83,4,173,47,0,0,21,1701,88,13,0,52,21,1,0,0,0,0,4
AL,ESTRELA DE ALAGOAS,3581,1057,0,62,1,257,27,0,1,85,1886,105,26,0,54,14,0,0,0,0,0,6
AL,FEIRA GRANDE,5090,1096,0,116,7,410,33,0,7,7,2768,554,49,0,24,12,1,0,0,0,0,6
AL,FELIZ DESERTO,656,248,0,12,0,47,6,0,2,6,265,36,9,0,17,7,0,0,0,0,0,1
AL,FLEXEIRAS,1592,701,0,36,0,103,33,0,1,21,559,23,51,0,41,16,0,0,0,0,1,6
AL,GIRAU DO PONCIANO,9179,2653,0,218,5,551,96,0,4,74,4777,608,99,0,64,17,0,0,0,0,1,12
AL,IBATEGUARA,2382,765,0,57,2,177,33,0,0,71,1105,98,25,0,32,6,0,0,0,0,0,11
AL,IGACI,5821,1743,0,133,0,409,55,0,2,127,2872,347,38,0,64,26,0,0,0,0,0,5
AL,IGREJA NOVA,4683,972,0,80,4,158,28,0,15,24,2915,270,115,0,55,42,0,1,0,0,0,4
AL,INHAPI,4418,998,0,86,11,363,29,0,1,27,2566,268,11,0,41,12,0,0,0,0,0,5
AL,JACARE DOS HOMENS,1023,327,0,39,2,63,6,0,1,13,512,21,17,0,15,3,0,0,0,0,0,4
AL,JACUIPE,659,238,0,13,0,41,31,0,1,15,281,7,19,0,11,0,0,0,0,0,1,1
AL,JAPARATINGA,1499,662,0,24,0,98,42,0,33,20,539,27,13,0,24,8,0,0,0,0,0,9
AL,JARAMATAIA,924,346,0,28,3,77,9,0,0,15,393,29,7,0,8,7,0,0,0,0,0,2
AL,JEQUIA DA PRAIA,1402,474,0,40,5,114,14,0,7,7,602,35,48,0,42,9,0,0,0,0,0,5
AL,JOAQUIM GOMES,2743,1014,0,116,3,224,45,0,5,31,1089,43,88,0,64,17,0,0,0,0,1,3
AL,JUNDIA,651,261,0,19,0,40,26,0,0,7,264,6,12,0,15,1,0,0,0,0,0,0
AL,JUNQUEIRO,5926,1609,0,188,59,395,56,1,9,26,2471,693,115,0,194,100,3,0,0,0,0,7
AL,LAGOA DA CANOA,5178,1409,0,99,5,314,40,0,9,31,2720,428,45,0,48,19,0,0,0,0,0,11
AL,LIMOEIRO DE ANADIA,5530,1393,0,159,8,461,58,1,21,26,2611,620,76,0,76,17,0,0,0,0,0,3
AL,MACEIO,364114,201828,0,7792,1288,24470,14504,17,5795,1264,80875,5835,2338,1,8736,3532,18,43,0,12,112,5654
AL,MAJOR ISIDORO,3608,1050,0,117,33,217,36,0,1,32,1840,104,30,0,65,68,0,0,0,0,0,15
AL,MAR VERMELHO,997,258,0,12,0,46,14,0,0,2,614,27,9,0,12,1,0,0,0,0,0,2
AL,MARAGOGI,4534,2006,0,97,1,353,181,0,111,156,1252,185,56,0,88,8,0,3,0,0,5,32
AL,MARAVILHA,2234,633,0,66,1,143,15,0,0,54,1221,39,13,0,40,8,0,1,0,0,0,0
AL,MARECHAL DEODORO,13000,6245,0,333,31,816,434,0,831,82,2963,258,193,0,499,127,0,2,0,0,14,172
AL,MARIBONDO,2956,1129,0,69,3,224,54,0,18,17,1163,82,19,0,135,34,0,0,0,0,0,9
AL,MATA GRANDE,4428,1000,0,76,2,544,37,0,0,61,2510,117,26,0,40,11,0,0,0,0,0,4
AL,MATRIZ DE CAMARAGIBE,4168,1636,0,146,1,288,123,0,73,29,1433,78,142,0,164,37,0,0,0,0,2,16
AL,MESSIAS,2655,1073,0,74,6,139,80,0,26,45,980,68,90,0,52,13,0,0,0,0,0,9
AL,MINADOR DO NEGRAO,1397,410,0,62,0,102,5,0,0,17,756,12,9,0,15,5,0,0,0,0,0,4
AL,MONTEIROPOLIS,1203,322,0,28,0,104,2,0,0,12,684,32,6,0,11,2,0,0,0,0,0,0
AL,MURICI,4623,1411,0,148,7,240,81,0,33,28,2104,317,111,0,107,26,0,0,0,0,2,8
AL,NOVO LINO,1812,853,0,107,5,97,75,0,1,46,486,17,70,0,43,10,0,0,0,0,0,2
AL,OLHO D'AGUA DAS FLORES,5821,1794,0,151,8,471,79,0,8,97,2749,244,42,0,137,27,0,0,0,0,0,14
AL,OLHO D'AGUA DO CASADO,1690,557,0,36,1,117,7,0,6,17,874,45,12,0,12,5,0,0,0,0,0,1
AL,OLHO D'AGUA GRANDE,1044,269,0,16,0,46,6,0,0,3,628,52,14,0,9,1,0,0,0,0,0,0
AL,OLIVENCA,2590,720,0,68,0,140,24,0,1,37,1484,54,14,0,29,9,0,0,0,0,0,10
AL,OURO BRANCO,2879,860,0,109,13,195,38,0,0,56,1431,53,34,0,55,29,0,0,0,0,0,6
AL,PALESTINA,605,223,0,12,1,50,11,0,1,22,259,14,4,0,6,1,0,0,0,0,0,1
AL,PALMEIRA DOS INDIOS,25999,8942,0,658,49,1720,441,0,52,322,11249,1700,91,0,442,231,7,0,0,1,1,93
AL,PAO DE ACUCAR,3339,998,0,75,2,215,37,0,3,95,1618,215,17,0,49,4,0,0,0,0,3,8
AL,PARICONHA,2278,508,0,46,0,224,13,0,8,52,1345,51,13,0,11,3,0,0,0,0,1,3
AL,PARIPUEIRA,2387,1034,0,69,2,174,76,0,162,8,664,37,19,0,96,16,0,0,0,0,0,30
AL,PASSO DE CAMARAGIBE,1894,769,0,38,0,96,24,0,172,12,651,29,31,0,52,12,0,0,0,0,1,7
AL,PAULO JACINTO,1388,358,0,15,1,102,10,0,4,9,828,28,9,0,18,6,0,0,0,0,0,0
AL,PENEDO,18359,6220,0,309,18,1068,338,0,354,71,7375,1759,311,0,363,96,2,1,0,0,4,70
AL,PIACABUCU,2304,809,0,34,0,238,44,0,40,14,803,194,21,0,83,13,0,0,0,0,4,7
AL,PILAR,7888,3615,0,167,36,403,200,0,160,58,2173,594,103,0,298,46,0,0,0,4,2,29
AL,PINDOBA,436,103,0,8,0,35,5,0,0,2,267,3,5,0,8,0,0,0,0,0,0,0
AL,PIRANHAS,5600,1639,0,88,5,371,59,0,1,94,3007,245,20,0,48,6,0,1,0,0,2,14
AL,POCO DAS TRINCHEIRAS,2762,684,0,79,2,165,30,0,0,68,1600,54,25,0,35,16,0,0,0,0,0,4
AL,PORTO CALVO,5497,1939,0,233,10,265,191,0,31,128,2246,167,81,0,159,26,0,0,0,0,4,17
AL,PORTO DE PEDRAS,1432,544,0,29,0,75,19,0,78,11,568,48,10,0,36,3,0,0,0,0,1,10
AL,PORTO REAL DO COLEGIO,2376,745,0,35,2,130,26,0,2,36,1213,111,29,0,36,4,0,1,0,0,0,6
AL,QUEBRANGULO,2220,571,0,36,0,154,35,0,1,14,1300,55,18,0,22,11,0,0,0,0,0,3
AL,RIO LARGO,18107,8864,0,499,143,972,497,0,495,213,5107,258,234,0,475,270,4,0,0,0,8,68
AL,ROTEIRO,1027,433,0,15,1,63,45,0,14,22,358,17,11,0,30,13,0,0,0,0,0,5
AL,SANTA LUZIA DO NORTE,1276,642,0,25,0,61,28,0,32,3,378,13,47,0,36,7,0,0,0,0,0,4
AL,SANTANA DO IPANEMA,17141,4601,0,488,8,1056,177,0,8,264,9129,846,66,0,352,80,0,1,0,0,10,55
AL,SANTANA DO MUNDAU,2703,534,0,72,4,164,25,0,0,32,1671,116,16,0,42,20,0,0,0,0,0,7
AL,SAO BRAS,563,171,0,9,0,43,16,0,0,3,288,19,8,0,3,1,0,0,0,0,1,1
AL,SAO JOSE DA LAJE,4270,1465,0,142,1,213,82,0,15,75,1796,238,77,0,120,15,0,0,0,0,3,28
AL,SAO JOSE DA TAPERA,5726,1947,0,153,1,376,80,0,2,118,2644,232,48,0,89,23,0,0,0,0,3,10
AL,SAO LUIS DO QUITUNDE,5262,2031,0,242,9,297,84,0,71,32,1810,150,248,0,215,61,1,0,0,0,1,10
AL,SAO MIGUEL DOS CAMPOS,15992,5797,0,411,120,737,333,0,88,171,5889,1322,228,0,507,323,0,0,0,1,4,61
AL,SAO MIGUEL DOS MILAGRES,1716,683,0,30,0,145,40,0,97,3,568,91,7,0,33,9,0,1,0,0,0,9
AL,SAO SEBASTIAO,8399,2123,0,173,40,471,47,0,45,40,4043,935,203,0,185,80,0,0,0,0,2,12
AL,SATUBA,4258,2300,0,104,30,205,115,0,83,29,1146,62,26,0,102,47,0,0,0,0,0,9
AL,SENADOR RUI PALMEIRA,2184,553,0,45,0,187,23,0,1,33,1241,56,15,0,27,3,0,0,0,0,0,0
AL,TANQUE D'ARCA,1397,408,0,17,1,65,32,0,3,16,782,28,8,0,33,4,0,0,0,0,0,0
AL,TAQUARANA,4985,1246,0,120,6,318,51,0,3,71,2784,243,48,0,73,16,0,0,0,0,0,6
AL,TEOTONIO VILELA,8935,2693,0,203,46,422,121,1,156,78,3696,897,232,0,262,98,0,0,0,0,0,30
AL,TRAIPU,3550,779,0,103,2,184,21,0,0,17,2254,129,28,0,26,3,0,0,0,0,0,4
AL,UNIAO DOS PALMARES,18414,5219,0,549,24,1060,275,0,193,315,9207,843,259,0,341,81,0,0,0,0,3,45
AL,VICOSA,6171,1884,0,138,9,367,108,0,9,29,3249,154,53,0,118,31,2,0,0,0,0,20
AM,ALVARAES,754,18,0,11,0,32,1,0,0,0,482,185,3,0,0,0,0,0,0,0,22,0
AM,AMATURA,327,5,0,7,0,14,2,0,0,1,193,102,1,0,2,0,0,0,0,0,0,0
AM,ANAMA,207,12,0,1,0,7,0,0,2,1,142,36,5,0,0,0,0,0,0,0,1,0
AM,ANORI,525,26,0,16,2,42,2,0,0,3,318,111,3,0,0,1,0,0,0,0,1,0
AM,APUI,4070,401,0,192,16,607,34,0,0,3,2146,576,35,0,16,31,0,0,0,0,3,10
AM,ATALAIA DO NORTE,519,20,0,3,0,32,5,0,0,1,284,173,1,0,0,0,0,0,0,0,0,0
AM,AUTAZES,2216,259,0,55,0,155,32,0,3,8,1217,437,28,0,2,0,0,0,0,0,16,4
AM,BARCELOS,1137,120,0,15,0,74,13,0,1,3,626,278,0,0,1,0,0,0,0,0,4,2
AM,BARREIRINHA,687,10,0,9,0,26,2,0,0,1,435,191,6,0,0,1,0,0,0,0,5,1
AM,BENJAMIN CONSTANT,1796,67,0,22,0,50,16,0,0,5,938,686,5,0,0,0,0,0,0,0,5,2
AM,BERURI,430,23,0,10,0,35,1,0,0,0,272,87,0,0,0,1,0,0,0,0,1,0
AM,BOA VISTA DO RAMOS,460,11,0,4,0,17,1,0,1,0,341,82,1,0,0,0,0,0,0,0,2,0
AM,BOCA DO ACRE,3507,579,0,70,14,210,22,1,0,6,1968,569,10,0,12,36,0,0,0,0,9,1
AM,BORBA,925,60,0,23,0,60,8,0,1,0,548,213,6,0,0,0,0,0,0,0,5,1
AM,CAAPIRANGA,310,26,0,10,0,36,2,0,0,1,144,77,9,0,0,1,0,0,0,0,4,0
AM,CANUTAMA,258,23,0,6,0,23,2,0,0,0,146,55,1,0,0,0,0,0,0,0,2,0
AM,CARAUARI,2801,93,0,53,0,107,14,0,0,2,1810,700,2,0,0,0,0,0,0,0,15,5
AM,CAREIRO,2732,544,0,104,5,322,147,0,4,59,1205,186,103,0,5,8,0,1,0,0,34,5
AM,CAREIRO DA VARZEA,507,132,0,34,1,61,40,0,3,29,121,31,47,0,0,0,0,0,0,1,7,0
AM,COARI,10745,611,0,141,6,426,57,0,6,8,6684,2733,15,0,1,2,0,0,0,0,44,11
AM,CODAJAS,665,34,0,9,0,48,6,0,1,3,451,107,4,0,0,0,0,0,0,0,0,2
AM,EIRUNEPE,2019,106,0,42,0,89,11,0,0,5,1218,536,8,0,0,0,0,0,0,0,2,2
AM,ENVIRA,502,18,0,18,0,39,5,0,0,0,333,84,5,0,0,0,0,0,0,0,0,0
AM,FONTE BOA,1665,26,0,21,0,59,7,0,1,1,1259,289,0,0,1,0,0,0,0,0,1,0
AM,GUAJARA,401,96,0,16,0,75,5,0,0,0,139,56,11,0,1,1,0,0,0,0,0,1
AM,HUMAITA,8894,1306,0,339,54,688,69,0,9,14,3924,2250,47,0,71,78,0,0,0,1,18,26
AM,IPIXUNA,38,7,0,6,0,11,2,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0
AM,IRANDUBA,7666,1962,0,350,25,815,208,2,21,55,3253,643,159,0,37,92,0,1,0,1,27,15
AM,ITACOATIARA,25164,3404,0,394,35,1062,190,0,22,46,11366,8277,177,0,42,72,0,1,0,0,61,15
AM,ITAMARATI,303,5,0,12,0,15,2,0,0,0,225,44,0,0,0,0,0,0,0,0,0,0
AM,ITAPIRANGA,888,172,0,26,4,121,4,0,1,4,399,133,10,0,0,8,0,0,0,0,6,0
AM,JAPURA,375,8,0,6,0,19,2,0,0,0,267,69,4,0,0,0,0,0,0,0,0,0
AM,JURUA,519,7,0,10,0,26,2,0,0,0,354,115,4,0,0,0,0,0,0,0,1,0
AM,JUTAI,696,10,0,8,0,39,2,0,1,0,528,107,0,0,0,0,0,0,0,0,0,1
AM,LABREA,2476,176,0,51,3,188,24,0,0,3,1418,569,10,0,2,14,0,0,0,0,5,13
AM,MANACAPURU,18325,3117,0,396,26,1253,322,0,6,92,8947,3842,141,0,28,58,0,1,0,0,64,32
AM,MANAQUIRI,815,133,0,18,0,88,12,0,1,12,456,68,9,0,0,0,0,0,0,0,18,0
AM,MANAUS,785047,405065,0,16950,3529,82253,25962,34,1924,3062,193638,21014,8444,0,3380,12893,6,71,0,79,1130,5613
AM,MANICORE,2528,159,0,60,13,173,11,0,1,4,1241,803,39,0,4,11,0,0,0,0,1,8
AM,MARAA,595,9,0,7,0,19,6,0,0,1,405,145,0,0,0,0,0,0,0,0,3,0
AM,MAUES,5341,445,0,63,0,229,48,0,8,5,2847,1640,26,0,1,0,0,0,0,0,21,8
AM,NHAMUNDA,577,10,0,9,0,10,3,0,0,0,328,209,8,0,0,0,0,0,0,0,0,0
AM,NOVA OLINDA DO NORTE,1241,70,0,28,0,85,7,0,1,8,660,360,11,0,1,2,0,0,0,0,8,0
AM,NOVO AIRAO,1514,360,0,40,1,137,25,0,0,9,736,181,13,0,2,1,0,0,0,0,5,4
AM,NOVO ARIPUANA,930,28,0,27,0,51,4,0,0,2,611,196,8,0,1,1,0,0,0,0,1,0
AM,PARINTINS,19599,1699,0,184,2,552,106,0,15,10,9807,7049,33,0,2,6,0,3,0,0,110,21
AM,PAUINI,242,20,0,4,0,14,8,0,0,1,155,38,1,0,0,0,0,0,0,0,1,0
AM,PRESIDENTE FIGUEIREDO,7418,2066,0,349,57,970,229,0,7,58,2739,554,99,0,72,184,0,0,0,1,11,22
AM,RIO PRETO DA EVA,4889,1000,0,195,25,668,107,0,13,25,2342,379,73,0,13,25,0,0,0,0,10,14
AM,SANTA ISABEL DO RIO NEGRO,426,16,0,11,0,38,6,0,0,4,223,123,3,0,0,0,0,0,0,0,1,1
AM,SANTO ANTONIO DO ICA,926,13,0,17,0,43,4,0,0,0,653,194,1,0,0,1,0,0,0,0,0,0
AM,SAO GABRIEL DA CACHOEIRA,4107,1435,0,106,1,485,63,0,3,17,1248,678,41,0,7,0,0,1,0,0,13,9
AM,SAO PAULO DE OLIVENCA,1273,13,0,12,0,29,8,0,0,0,933,271,6,0,0,0,0,0,0,0,1,0
AM,SAO SEBASTIAO DO UATUMA,314,20,0,6,0,15,0,0,0,0,216,51,1,0,0,0,0,0,0,0,5,0
AM,SILVES,482,57,0,12,0,40,10,0,0,10,224,51,4,0,0,70,0,0,0,0,4,0
AM,TABATINGA,10181,1033,0,91,0,290,121,0,3,11,5058,3514,7,0,2,1,0,1,0,0,34,15
AM,TAPAUA,590,29,0,8,0,41,5,0,1,0,346,156,2,0,0,0,0,0,0,0,2,0
AM,TEFE,12629,1006,0,84,1,404,69,0,1,22,7259,3633,27,0,8,2,1,1,0,0,98,13
AM,TONANTINS,513,3,0,6,0,13,3,0,0,0,364,122,1,0,0,0,0,0,0,0,1,0
AM,UARINI,587,5,0,12,0,21,2,0,0,0,460,80,2,0,0,0,0,0,0,0,5,0
AM,URUCARA,814,32,0,24,0,55,1,0,0,3,475,213,2,0,0,0,0,0,0,0,9,0
AM,URUCURITUBA,635,27,0,9,0,31,8,0,1,0,402,147,2,0,0,0,0,0,0,0,8,0
AP,AMAPA,693,255,0,15,0,45,18,0,3,4,293,50,4,0,3,0,0,0,0,0,2,1
AP,CALCOENE,824,204,0,22,0,54,15,0,1,2,467,46,5,0,7,0,0,0,0,0,1,0
AP,CUTIAS,187,60,0,8,1,14,8,0,0,1,84,11,0,0,0,0,0,0,0,0,0,0
AP,FERREIRA GOMES,610,258,0,16,0,55,23,0,2,5,200,38,5,0,7,0,0,0,0,0,0,1
AP,ITAUBAL,179,48,0,13,0,12,3,0,1,0,94,5,3,0,0,0,0,0,0,0,0,0
AP,LARANJAL DO JARI,5584,1506,0,115,2,355,100,0,9,10,2715,694,24,0,7,11,0,0,0,0,7,29
AP,MACAPA,167619,73377,0,3179,308,19931,3924,13,749,358,51597,10021,916,0,1276,611,29,18,0,6,331,975
AP,MAZAGAO,1159,482,0,48,0,83,33,0,13,15,398,56,22,0,3,1,0,0,0,0,4,1
AP,OIAPOQUE,3758,1110,0,85,10,278,61,0,56,8,1699,373,22,0,8,16,0,0,0,0,7,25
AP,PEDRA BRANCA DO AMAPARI,771,270,0,36,1,67,45,0,0,8,254,49,27,0,6,2,0,0,0,2,3,1
AP,PORTO GRANDE,2419,820,0,76,7,161,84,0,9,6,1035,158,25,0,15,13,1,0,0,0,4,5
AP,PRACUUBA,148,56,0,9,0,13,4,0,0,1,60,1,2,0,2,0,0,0,0,0,0,0
AP,SANTANA,29805,11578,0,661,85,2857,561,1,108,53,10187,2432,341,0,155,651,20,0,0,1,46,68
AP,SERRA DO NAVIO,528,249,0,19,0,44,35,0,0,4,143,25,5,0,3,0,0,0,0,0,0,1
AP,TARTARUGALZINHO,618,163,0,32,1,47,29,0,1,7,293,34,7,0,2,2,0,0,0,0,0,0
AP,VITORIA DO JARI,428,125,0,19,1,43,5,0,0,1,185,41,4,0,0,2,0,0,0,0,1,1
BA,ABAIRA,2243,1000,0,65,3,304,29,0,0,33,708,60,18,0,6,4,0,0,0,0,0,13
BA,ABARE,2711,692,0,56,1,255,23,0,0,41,1541,49,25,0,19,2,0,0,0,0,2,5
BA,ACAJUTIBA,2854,903,0,82,0,192,45,0,2,18,1264,270,25,0,46,0,0,0,0,0,2,5
BA,ADUSTINA,1794,278,0,20,1,95,4,0,0,5,1229,145,11,0,2,1,0,0,0,0,2,1
BA,AGUA FRIA,2345,852,0,42,0,106,49,0,2,23,1135,56,48,0,25,0,0,0,0,0,2,5
BA,AIQUARA,583,206,0,9,0,54,15,0,0,6,267,12,6,0,7,0,0,0,0,0,0,1
BA,ALAGOINHAS,59934,25619,0,1531,347,4148,1631,9,314,405,16785,5930,703,1,1306,590,5,0,0,3,40,567
BA,ALCOBACA,4331,1506,0,77,3,395,61,0,13,12,1707,415,37,0,86,1,0,0,0,0,3,15
BA,ALMADINA,747,370,0,18,1,69,21,0,1,3,227,18,6,0,11,0,0,0,0,0,2,0
BA,AMARGOSA,12493,5211,0,349,17,1104,228,0,445,90,4211,542,104,0,108,15,0,0,0,0,7,62
BA,AMELIA RODRIGUES,6779,2765,0,293,101,356,277,0,64,134,1857,609,44,0,136,120,1,0,0,1,6,15
BA,AMERICA DOURADA,2506,1133,0,55,3,184,25,0,0,21,993,55,19,0,13,0,0,0,0,0,1,4
BA,ANAGE,3240,1338,0,156,9,298,40,0,4,97,1108,85,53,0,30,16,0,1,0,0,0,5
BA,ANDARAI,1797,641,0,58,1,178,30,0,0,24,773,37,32,0,12,1,0,1,0,0,1,8
BA,ANDORINHA,3413,1296,0,102,8,388,44,0,2,20,1404,56,56,0,22,8,0,0,0,0,0,7
BA,ANGICAL,2499,842,0,57,5,301,21,0,0,25,1055,111,41,0,33,2,0,0,0,0,1,5
BA,ANGUERA,1618,755,0,27,4,74,62,0,2,8,612,28,16,0,16,7,0,0,0,0,1,6
BA,ANTAS,2430,652,0,36,4,163,18,0,0,11,1275,214,13,0,28,6,0,0,0,0,0,10
BA,ANTONIO CARDOSO,1601,600,0,14,1,47,29,0,1,31,810,26,23,0,9,8,0,0,0,0,0,2
BA,ANTONIO GONCALVES,1840,678,0,28,6,162,33,0,0,20,838,38,14,0,10,7,0,0,0,0,0,6
BA,APORA,3103,936,0,57,2,152,53,0,0,40,1557,204,46,0,47,7,0,0,0,0,0,2
BA,APUAREMA,1222,375,0,35,1,101,39,0,0,7,587,58,13,0,4,0,0,0,0,0,0,2
BA,ARACAS,2351,1068,0,100,4,186,46,0,2,30,702,122,40,0,39,2,0,1,0,0,3,6
BA,ARACATU,3067,1208,0,145,19,359,30,0,0,41,1100,87,39,0,10,21,0,0,0,0,2,6
BA,ARACI,9255,3954,0,312,34,895,187,0,5,33,3159,442,83,0,85,25,0,0,0,0,4,37
BA,ARAMARI,1491,611,0,41,4,105,37,0,5,7,582,57,20,0,10,5,0,0,0,0,0,7
BA,ARATACA,1153,421,0,41,1,130,30,0,0,2,490,18,5,0,13,0,0,0,0,0,0,2
BA,ARATUIPE,1488,477,0,47,0,99,50,0,0,13,743,22,20,0,14,0,0,0,0,0,1,2
BA,AURELINO LEAL,1594,673,0,49,1,131,88,0,0,10,542,63,16,0,17,2,0,0,0,0,0,2
BA,BAIANOPOLIS,2635,850,0,75,18,342,31,0,0,10,1057,116,49,0,54,25,0,1,0,0,0,7
BA,BAIXA GRANDE,3797,1365,0,127,2,388,66,0,0,86,1543,106,60,0,37,0,0,0,0,0,1,16
BA,BANZAE,1903,509,0,27,0,172,21,0,0,7,968,155,30,0,13,0,0,0,0,0,0,1
BA,BARRA,7420,1618,0,115,7,876,210,0,9,41,3644,749,49,0,45,9,0,0,1,0,2,45
